epoch | train_loss | train_accuracy | train_loss | eval_accuracy
20	0.15151398591697215	0.8598	0.08931032850570045	 0.97
20	0.07557271383702754	0.9856	0.08134182268893346	 0.97
20	0.07032635901123285	0.9854	0.07788023733184674	 0.97
20	0.06821136496961117	0.9838	0.07647409054753371	 0.97
20	0.06737296301871538	0.984	0.07593105271901004	 0.98
20	0.06695551361888646	0.983	0.07599122503004037	 0.98
20	0.06681344348937274	0.9838	0.07582701715361327	 0.98
20	0.0667679888755083	0.9838	0.07583511114749127	 0.98
20	0.0668075055256486	0.9832	0.07612311576935463	 0.98
20	0.06672777339816094	0.9836	0.07564305102243088	 0.98
20	0.06666415229439736	0.9836	0.07577605915581807	 0.98
20	0.06666601780802012	0.9836	0.07588113878760487	 0.98
