epoch | train_loss | train_accuracy | train_loss | eval_accuracy
0	0.20836853575706482	0.37	1.4950187472999097	0.46
1	0.0933932228088379	0.748	0.8355324933398515	0.78
2	0.06185615316033363	0.854	0.7015354938991368	0.8
3	0.0498536679148674	0.884	0.6264730757777579	0.8
4	0.042545186847448346	0.9	0.5527310271863826	0.83
5	0.03689642637968063	0.91	0.49255888182669877	0.83
6	0.03224737959355116	0.924	0.46041430660465266	0.85
7	0.028617903560400008	0.93	0.4434030669758795	0.84
8	0.02571201354265213	0.938	0.4335984722492867	0.84
9	0.023297496505081654	0.946	0.42803624193315043	0.86
10	0.02124808683246374	0.952	0.42490424759300366	0.86
11	0.019480203375220297	0.964	0.4227208248306852	0.87
12	0.017928973622620106	0.966	0.4203671717465477	0.87
13	0.01654480458050966	0.97	0.41725176681622544	0.88
14	0.015293547708541156	0.97	0.41332478066273326	0.89
